Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Match Report
2021-01-27,20:15 (01:45),Matchweek 20,Wed,Away,D,1,1,Everton,1,8,2,25.0,0.13,0.50,14.0,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Match Report
2021-01-31,14:00 (19:30),Matchweek 21,Sun,Home,L,1,3,Leeds United,3,8,6,75.0,0.38,0.50,13.4,0,0,0,1.8,1.8,0.22,+1.2,+1.2,Match Report
2021-02-03,18:00 (23:30),Matchweek 22,Wed,Away,W,2,0,Fulham,0,8,1,12.5,0.00,0.00,16.7,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Match Report
2021-02-07,14:00 (19:30),Matchweek 23,Sun,Away,D,0,0,Wolves,0,13,1,7.7,0.00,0.00,16.2,1,0,0,1.9,1.9,0.15,-1.9,-1.9,Match Report
2021-02-13,12:30 (18:00),Matchweek 24,Sat,Home,W,3,1,Liverpool,1,15,4,26.7,0.07,0.25,15.4,2,0,0,1.8,1.8,0.13,-0.8,-0.8,Match Report
2021-02-21,14:05 (19:35),Matchweek 25,Sun,Away,W,2,1,Aston Villa,1,11,2,18.2,0.09,0.50,15.9,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Match Report
2021-02-28,12:00 (17:30),Matchweek 26,Sun,Home,L,1,3,Arsenal,3,11,3,27.3,0.18,0.67,19.6,0,1,1,2.2,1.5,0.14,+0.8,+0.5,Match Report
2021-03-03,18:00 (23:30),Matchweek 29,Wed,Away,D,1,1,Burnley,1,12,7,58.3,0.08,0.14,17.6,1,0,0,1.5,1.5,0.13,-0.5,-0.5,Match Report
2021-03-06,20:00 (01:30),Matchweek 27,Sat,Away,W,2,1,Brighton,1,8,2,25.0,0.13,0.50,15.4,0,0,0,1.0,1.0,0.13,0.0,0.0,Match Report
2021-03-14,14:00 (19:30),Matchweek 28,Sun,Home,W,5,0,Sheffield Utd,0,1,0,0.0,0.00,,10.3,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Match Report
,,,,,7-5-17,53,32,,31,296,105,35.5,0.10,0.28,15.6,14,2,2,34.5,33.0,0.12,-3.5,-4.0,
